wavelength,throughput
2.4109538194034252,9.22782842540134e-09
2.4116334805880104,9.25989357396512e-09
2.412313141316901,9.292797067687174e-09
2.4129928015852733,9.326718596451002e-09
2.4136724613883014,9.36155130884384e-09
2.4143521207211713,9.39748152154869e-09
2.4150317795790617,9.434705888039103e-09
2.415711437957162,9.473010095787321e-09
2.4163910958506625,9.512691181194952e-09
2.4170707532547526,9.553488851332061e-09
2.4177504101646297,9.595448044407075e-09
2.418430066575491,9.63866174672314e-09
2.419109722482539,9.68337241295253e-09
2.4197893778809747,9.729392084780155e-09
2.420469032766008,9.77688218636236e-09
2.421148687132847,9.826149950377516e-09
2.421828340976704,9.876830832601807e-09
2.422507994292795,9.929360522161616e-09
2.4231876470763396,9.983309187666722e-09
2.4238672993225565,1.0038910004616387e-08
2.4245469510266715,1.009603912091833e-08
2.4252266021839115,1.0155122602937707e-08
2.4259062527895066,1.0216036657622598e-08
2.4265859028386845,1.0278865862421672e-08
2.427265552326685,1.034379343893738e-08
2.427945201248745,1.0410694230684873e-08
2.4286248496001086,1.0479725042911702e-08
2.4293044973760196,1.0551415271126423e-08
2.4299841445717245,1.0625035106552396e-08
2.4306637911824738,1.0701015526543835e-08
2.431343437203519,1.0779529576135982e-08
2.432080591601697,1.086065840849435e-08
2.432760239332602,1.0945437825387287e-08
2.433439886458841,1.1032849326601692e-08
2.434119532975676,1.1123323638345549e-08
2.434799178878376,1.1215136481872043e-08
2.43547882416221,1.1310470276941145e-08
2.436158468822453,1.1408674765286785e-08
2.436838112854379,1.1510200674208649e-08
2.4375177562532686,1.1615018924999457e-08
2.4381973990144026,1.1722991081125681e-08
2.4388770411330656,1.1834812338676521e-08
2.439556682604545,1.1950158159559142e-08
2.4402363234241324,1.2069112632754691e-08
2.4409159635871185,1.2192442998414606e-08
2.441595603088798,1.2319807564291538e-08
2.4422752419244667,1.2451065337798774e-08
2.442954880089434,1.2587168419845196e-08
2.4436345175790004,1.2728055130424283e-08
2.4443141543884765,1.287317440297079e-08
2.444993790513171,1.3022805901687587e-08
